number,priority,category,assignment_group,breach_probability,flagged,actual,risk_band
INC0034289,3 - Moderate,Category 53,Group 70,0.147,1,0,Low
INC0028982,3 - Moderate,Category 53,Group 70,0.147,1,0,Low
INC0030783,3 - Moderate,Category 24,Group 70,0.147,1,0,Low
INC0029124,3 - Moderate,Category 53,Group 70,0.147,1,0,Low
INC0029880,3 - Moderate,Category 46,Group 70,0.147,1,0,Low
INC0029876,3 - Moderate,Category 46,Group 70,0.147,1,0,Low
INC0033142,3 - Moderate,Category 26,Group 70,0.147,1,0,Low
INC0030411,3 - Moderate,Category 20,Group 70,0.147,1,0,Low
INC0031184,3 - Moderate,Category 53,Group 70,0.146,1,0,Low
INC0029749,3 - Moderate,Category 42,Group 70,0.146,1,0,Low
INC0032062,3 - Moderate,Category 26,Group 70,0.146,1,0,Low
INC0030789,3 - Moderate,Category 26,Group 70,0.146,1,0,Low
INC0034251,3 - Moderate,Category 20,Group 70,0.146,1,0,Low
INC0028654,3 - Moderate,Category 53,Group 70,0.146,1,0,Low
INC0032993,3 - Moderate,Category 26,Group 70,0.146,1,0,Low
INC0034023,3 - Moderate,Category 53,Group 70,0.146,1,0,Low
INC0029136,3 - Moderate,Category 42,Group 55,0.146,1,0,Low
INC0033028,3 - Moderate,Category 20,Group 70,0.146,1,1,Low
INC0030544,3 - Moderate,Category 26,Group 70,0.146,1,0,Low
INC0032613,3 - Moderate,Category 20,Group 70,0.146,1,0,Low
INC0031206,4 - Low,Category 57,Group 51,0.145,1,0,Low
INC0030069,3 - Moderate,Category 20,Group 70,0.145,1,0,Low
INC0030336,3 - Moderate,Category 32,Group 70,0.145,1,0,Low
INC0030464,3 - Moderate,Category 24,Group 70,0.145,1,0,Low
INC0032500,3 - Moderate,Category 26,Group 70,0.145,1,1,Low
INC0029318,3 - Moderate,Category 46,Group 70,0.145,1,0,Low
INC0034252,3 - Moderate,Category 26,Group 70,0.145,1,0,Low
INC0031937,3 - Moderate,Category 40,Group 70,0.145,1,0,Low
INC0033002,3 - Moderate,Category 35,Group 70,0.145,1,1,Low
INC0033908,3 - Moderate,Category 20,Group 70,0.145,1,0,Low
INC0031367,3 - Moderate,Category 42,Group 70,0.145,1,0,Low
INC0033833,3 - Moderate,Category 26,Group 70,0.145,1,0,Low
INC0031232,3 - Moderate,Category 26,Group 70,0.144,1,0,Low
INC0046271,3 - Moderate,Other,Group 70,0.144,1,0,Low
INC0029590,3 - Moderate,Category 42,Group 70,0.144,1,0,Low
INC0030046,3 - Moderate,Category 37,Group 70,0.144,1,0,Low
INC0033561,3 - Moderate,Category 9,Group 27,0.144,1,0,Low
INC0033562,3 - Moderate,Category 51,Group 54,0.144,1,0,Low
INC0029887,3 - Moderate,Category 42,Group 70,0.144,1,1,Low
INC0029270,3 - Moderate,Category 42,Group 70,0.144,1,0,Low
INC0032261,3 - Moderate,Category 37,Group 70,0.144,1,0,Low
INC0029220,3 - Moderate,Category 53,Group 70,0.144,1,0,Low
INC0029222,3 - Moderate,Category 42,Group 70,0.144,1,1,Low
INC0029985,3 - Moderate,Category 37,Group 70,0.144,1,0,Low
INC0033622,3 - Moderate,Category 9,Group 27,0.144,1,0,Low
INC0030527,3 - Moderate,Category 42,Group 70,0.144,1,0,Low
INC0087967,3 - Moderate,Other,Group 70,0.144,1,0,Low
INC0032164,3 - Moderate,Category 42,Group 70,0.144,1,0,Low
INC0032180,3 - Moderate,Category 42,Group 70,0.144,1,0,Low
INC0028627,3 - Moderate,Category 20,Group 70,0.144,1,0,Low
INC0031730,3 - Moderate,Category 26,Group 70,0.143,1,0,Low
INC0029104,3 - Moderate,Category 34,Group 70,0.143,1,0,Low
INC0034409,3 - Moderate,Category 32,Group 70,0.143,1,0,Low
INC0033396,3 - Moderate,Category 37,Other,0.143,1,0,Low
INC0033417,3 - Moderate,Category 26,Group 70,0.143,1,1,Low
INC0030143,3 - Moderate,Category 46,Group 70,0.143,1,0,Low
INC0029877,3 - Moderate,Category 26,Group 70,0.143,1,1,Low
INC0034342,3 - Moderate,Category 53,Group 70,0.143,1,0,Low
INC0030705,3 - Moderate,Category 9,Group 24,0.143,1,0,Low
INC0029905,3 - Moderate,Category 24,Group 23,0.143,1,0,Low
INC0030753,3 - Moderate,Category 42,Group 55,0.143,1,0,Low
INC0033721,3 - Moderate,Category 20,Group 70,0.143,1,0,Low
INC0029618,3 - Moderate,Category 53,Group 70,0.143,1,0,Low
INC0034239,3 - Moderate,Category 37,Group 70,0.143,1,0,Low
INC0028821,3 - Moderate,Category 26,Group 70,0.143,1,0,Low
INC0029950,3 - Moderate,Category 24,Group 23,0.143,1,0,Low
INC0028429,3 - Moderate,Category 26,Group 70,0.143,1,1,Low
INC0028324,3 - Moderate,Category 42,Group 55,0.143,1,0,Low
INC0030658,3 - Moderate,Category 42,Group 70,0.143,1,0,Low
INC0029682,3 - Moderate,Category 26,Group 70,0.143,1,0,Low
INC0030906,3 - Moderate,Category 26,Group 70,0.142,1,1,Low
INC0032559,3 - Moderate,Category 42,Group 70,0.142,1,0,Low
INC0029683,3 - Moderate,Category 42,Group 70,0.142,1,0,Low
INC0029677,3 - Moderate,Category 42,Group 70,0.142,1,0,Low
INC0029106,3 - Moderate,Category 53,Group 24,0.142,1,0,Low
INC0030699,3 - Moderate,Category 53,Group 70,0.142,1,0,Low
INC0029684,3 - Moderate,Category 42,Group 70,0.142,1,0,Low
INC0029257,4 - Low,Category 46,Other,0.142,1,0,Low
INC0029163,3 - Moderate,Category 42,Group 70,0.142,1,1,Low
INC0033266,3 - Moderate,Category 26,Group 70,0.142,1,0,Low
INC0029906,3 - Moderate,Category 37,Group 46,0.142,1,0,Low
INC0033952,3 - Moderate,Category 26,Group 70,0.142,1,1,Low
INC0031897,3 - Moderate,Category 42,Group 70,0.142,1,0,Low
INC0032323,3 - Moderate,Category 32,Group 70,0.141,1,0,Low
INC0030335,3 - Moderate,Category 53,Group 70,0.141,1,0,Low
INC0028827,3 - Moderate,Category 9,Group 24,0.141,1,0,Low
INC0029328,3 - Moderate,Category 42,Group 70,0.141,1,1,Low
INC0031260,3 - Moderate,Category 37,Group 46,0.141,1,0,Low
INC0030905,3 - Moderate,Category 20,Group 70,0.141,1,0,Low
INC0029015,3 - Moderate,Category 26,Group 70,0.141,1,0,Low
INC0033049,3 - Moderate,Category 26,Group 70,0.141,1,0,Low
INC0031490,3 - Moderate,Category 53,Group 70,0.141,1,0,Low
INC0034364,3 - Moderate,Category 53,Group 70,0.141,1,0,Low
INC0033061,3 - Moderate,Category 37,Group 70,0.141,1,0,Low
INC0030228,3 - Moderate,Category 9,Group 70,0.141,1,0,Low
INC0034320,3 - Moderate,Category 37,Group 70,0.141,1,0,Low
INC0031088,3 - Moderate,Category 37,Group 46,0.14,1,0,Low
INC0033214,3 - Moderate,Category 40,Group 70,0.14,1,1,Low
INC0034357,3 - Moderate,Category 26,Group 70,0.14,1,0,Low
INC0031479,3 - Moderate,Category 57,Group 24,0.14,1,0,Low
INC0029209,3 - Moderate,Category 42,Group 70,0.14,1,0,Low
INC0029261,3 - Moderate,Category 9,Group 23,0.14,1,0,Low
INC0030949,3 - Moderate,Category 26,Group 70,0.14,1,0,Low
INC0034381,3 - Moderate,Category 26,Group 70,0.14,1,0,Low
INC0029996,3 - Moderate,Category 26,Group 70,0.14,1,0,Low
INC0031327,3 - Moderate,Category 26,Group 70,0.14,1,1,Low
INC0028699,3 - Moderate,Category 38,Group 70,0.14,1,0,Low
INC0031816,3 - Moderate,Category 37,Group 46,0.14,1,0,Low
INC0029167,3 - Moderate,Category 53,Group 70,0.14,1,0,Low
INC0031420,3 - Moderate,Category 20,Group 70,0.14,1,0,Low
INC0033695,3 - Moderate,Category 26,Group 70,0.14,1,0,Low
INC0048357,3 - Moderate,Other,Group 70,0.14,1,0,Low
INC0031953,3 - Moderate,Category 9,Group 27,0.14,1,0,Low
INC0030096,3 - Moderate,Category 53,Group 54,0.14,1,0,Low
INC0033389,3 - Moderate,Category 37,Other,0.14,1,0,Low
INC0033510,3 - Moderate,Category 20,Group 70,0.14,1,0,Low
INC0030983,3 - Moderate,Category 9,Group 70,0.14,1,0,Low
INC0029010,3 - Moderate,Category 26,Group 70,0.14,1,1,Low
INC0028971,3 - Moderate,Category 53,Group 70,0.14,1,0,Low
INC0034196,3 - Moderate,Category 26,Group 70,0.139,1,0,Low
INC0033852,3 - Moderate,Category 20,Group 70,0.139,1,0,Low
INC0030751,3 - Moderate,Category 32,Group 70,0.139,1,0,Low
INC0030241,3 - Moderate,Category 42,Group 70,0.139,1,0,Low
INC0031659,3 - Moderate,Category 42,Group 70,0.139,1,0,Low
INC0031910,3 - Moderate,Category 20,Group 70,0.139,1,0,Low
INC0033041,3 - Moderate,Category 26,Group 70,0.139,1,0,Low
INC0032320,3 - Moderate,Category 53,Group 70,0.139,1,0,Low
INC0030873,3 - Moderate,Category 26,Group 70,0.139,1,0,Low
INC0033878,3 - Moderate,Category 46,Group 70,0.139,1,0,Low
INC0029326,3 - Moderate,Category 32,Group 70,0.139,1,0,Low
INC0034355,3 - Moderate,Category 26,Group 70,0.139,1,0,Low
INC0029884,3 - Moderate,Category 20,Group 70,0.139,1,0,Low
INC0029346,3 - Moderate,Category 37,Group 70,0.138,1,0,Low
INC0030062,3 - Moderate,Category 20,Group 70,0.138,1,0,Low
INC0029697,3 - Moderate,Category 53,Group 24,0.138,1,0,Low
INC0034146,3 - Moderate,Category 37,Group 70,0.138,1,0,Low
INC0032591,3 - Moderate,Category 53,Group 70,0.138,1,0,Low
INC0030738,3 - Moderate,Category 9,Group 24,0.138,1,0,Low
INC0029193,3 - Moderate,Category 40,Group 70,0.138,1,0,Low
INC0031712,3 - Moderate,Category 26,Group 70,0.138,1,0,Low
INC0033885,3 - Moderate,Category 51,Group 70,0.138,1,0,Low
INC0032665,3 - Moderate,Category 53,Group 70,0.138,1,0,Low
INC0032195,3 - Moderate,Category 42,Group 70,0.138,1,0,Low
INC0029165,3 - Moderate,Category 42,Group 70,0.137,1,0,Low
INC0033160,3 - Moderate,Category 26,Group 70,0.137,1,0,Low
INC0032245,3 - Moderate,Category 53,Group 70,0.137,1,0,Low
INC0031414,3 - Moderate,Category 46,Group 58,0.137,1,0,Low
INC0029908,3 - Moderate,Category 37,Group 46,0.137,1,0,Low
INC0032208,3 - Moderate,Category 42,Group 70,0.137,1,0,Low
INC0033537,3 - Moderate,Category 26,Group 70,0.137,1,0,Low
INC0033212,3 - Moderate,Category 26,Group 70,0.137,1,0,Low
INC0031601,3 - Moderate,Category 42,Group 70,0.137,1,0,Low
INC0033126,3 - Moderate,Category 32,Group 70,0.136,1,1,Low
INC0028564,3 - Moderate,Category 26,Group 70,0.136,1,0,Low
INC0032083,3 - Moderate,Category 42,Group 70,0.136,1,0,Low
INC0033267,3 - Moderate,Category 37,Group 70,0.136,1,0,Low
INC0032875,3 - Moderate,Category 19,Group 24,0.136,1,0,Low
INC0033884,3 - Moderate,Category 28,Group 70,0.136,1,1,Low
INC0029092,3 - Moderate,Category 26,Group 70,0.136,1,0,Low
INC0033847,3 - Moderate,Category 53,Group 70,0.136,1,0,Low
INC0029463,3 - Moderate,Category 26,Group 70,0.136,1,0,Low
INC0033462,3 - Moderate,Category 26,Group 70,0.136,1,0,Low
INC0029893,3 - Moderate,Category 26,Group 70,0.136,1,0,Low
INC0033832,3 - Moderate,Category 53,Group 70,0.136,1,1,Low
INC0028769,3 - Moderate,Category 24,Group 70,0.136,1,1,Low
INC0030804,3 - Moderate,Category 26,Group 70,0.136,1,0,Low
INC0030800,3 - Moderate,Category 26,Group 70,0.136,1,0,Low
INC0031418,3 - Moderate,Category 53,Group 70,0.135,1,1,Low
INC0034244,3 - Moderate,Category 57,Group 24,0.135,1,0,Low
INC0033540,3 - Moderate,Category 9,Group 27,0.135,1,1,Low
INC0029264,3 - Moderate,Category 24,Group 23,0.135,1,0,Low
INC0032011,3 - Moderate,Category 42,Group 70,0.135,1,0,Low
INC0028450,3 - Moderate,Category 53,Group 70,0.135,1,0,Low
INC0029992,3 - Moderate,Category 32,Group 70,0.135,1,0,Low
INC0030141,3 - Moderate,Category 42,Group 70,0.135,1,0,Low
INC0031616,3 - Moderate,Category 32,Group 70,0.135,1,0,Low
INC0033554,3 - Moderate,Category 9,Group 27,0.135,1,0,Low
INC0034053,3 - Moderate,Category 46,Group 70,0.135,1,0,Low
INC0030997,3 - Moderate,Category 24,Group 70,0.135,1,0,Low
INC0033651,3 - Moderate,Category 34,Group 24,0.134,1,0,Low
INC0031451,3 - Moderate,Category 20,Group 70,0.134,1,0,Low
INC0031656,3 - Moderate,Category 26,Group 70,0.134,1,0,Low
INC0029464,3 - Moderate,Category 26,Group 70,0.134,1,0,Low
INC0033512,3 - Moderate,Category 20,Group 70,0.134,1,0,Low
INC0028680,3 - Moderate,Category 32,Group 70,0.134,1,0,Low
INC0028799,3 - Moderate,Category 37,Group 46,0.134,1,0,Low
INC0032501,3 - Moderate,Category 20,Group 70,0.134,1,0,Low
INC0029898,3 - Moderate,Category 20,Group 70,0.134,1,0,Low
INC0030038,3 - Moderate,Category 26,Group 70,0.134,1,0,Low
INC0029556,3 - Moderate,Category 46,Group 70,0.134,1,0,Low
INC0031480,3 - Moderate,Category 19,Group 30,0.134,1,0,Low
INC0029070,3 - Moderate,Category 26,Group 70,0.134,1,0,Low
INC0030555,3 - Moderate,Category 38,Group 70,0.134,1,0,Low
INC0030687,3 - Moderate,Category 32,Group 70,0.134,1,0,Low
INC0032187,3 - Moderate,Category 26,Group 70,0.134,1,0,Low
INC0030841,3 - Moderate,Category 20,Group 70,0.134,1,0,Low
INC0034369,3 - Moderate,Category 53,Group 70,0.134,1,0,Low
INC0031200,3 - Moderate,Category 24,Group 23,0.134,1,0,Low
INC0032131,3 - Moderate,Category 42,Group 70,0.134,1,1,Low
INC0030870,3 - Moderate,Category 26,Group 70,0.134,1,0,Low
INC0032425,3 - Moderate,Category 40,Group 70,0.133,1,1,Low
INC0029727,3 - Moderate,Category 42,Group 70,0.133,1,0,Low
INC0033658,3 - Moderate,Category 26,Group 70,0.133,1,1,Low
INC0029381,3 - Moderate,Category 26,Group 70,0.133,1,0,Low
INC0031536,3 - Moderate,Category 26,Group 70,0.133,1,0,Low
INC0030896,3 - Moderate,Category 57,Group 24,0.133,1,0,Low
INC0032484,3 - Moderate,Category 53,Group 70,0.133,1,0,Low
INC0030806,3 - Moderate,Category 9,Group 24,0.133,1,0,Low
INC0031791,3 - Moderate,Category 57,Other,0.133,1,1,Low
INC0032932,3 - Moderate,Category 53,Group 70,0.133,1,0,Low
INC0030360,3 - Moderate,Category 53,Group 70,0.133,1,0,Low
INC0030254,3 - Moderate,Category 42,Group 70,0.133,1,0,Low
INC0029204,3 - Moderate,Category 37,Group 70,0.133,1,0,Low
INC0031033,3 - Moderate,Category 20,Group 70,0.133,1,0,Low
INC0031856,3 - Moderate,Category 37,Other,0.132,1,0,Low
INC0032363,3 - Moderate,Category 37,Group 70,0.132,1,0,Low
INC0033004,3 - Moderate,Category 26,Group 70,0.132,1,0,Low
INC0029210,3 - Moderate,Category 20,Group 70,0.132,1,0,Low
INC0033012,3 - Moderate,Category 26,Group 70,0.132,1,0,Low
INC0031655,3 - Moderate,Category 42,Group 70,0.132,1,0,Low
INC0031624,3 - Moderate,Category 42,Group 70,0.132,1,0,Low
INC0031394,3 - Moderate,Category 37,Group 70,0.132,1,0,Low
INC0030121,3 - Moderate,Category 53,Group 24,0.132,1,0,Low
INC0033497,3 - Moderate,Category 57,Other,0.132,1,1,Low
INC0031077,3 - Moderate,Category 32,Group 70,0.131,1,0,Low
INC0034014,3 - Moderate,Category 7,Group 70,0.131,1,0,Low
INC0031724,3 - Moderate,Category 26,Group 70,0.131,1,0,Low
INC0033815,3 - Moderate,Category 28,Group 70,0.131,1,0,Low
INC0030125,3 - Moderate,Category 20,Group 70,0.131,1,1,Low
INC0030698,3 - Moderate,Category 9,Group 24,0.131,1,0,Low
INC0031635,3 - Moderate,Category 26,Group 70,0.131,1,0,Low
INC0030879,3 - Moderate,Category 26,Group 70,0.131,1,0,Low
INC0031435,3 - Moderate,Category 26,Group 70,0.131,1,0,Low
INC0028464,3 - Moderate,Category 32,Group 70,0.13,1,1,Low
INC0028596,3 - Moderate,Category 26,Group 70,0.13,1,0,Low
INC0030667,3 - Moderate,Category 26,Group 70,0.13,1,0,Low
INC0030629,3 - Moderate,Category 26,Group 70,0.13,1,1,Low
INC0030669,3 - Moderate,Category 26,Group 70,0.13,1,0,Low
INC0031432,3 - Moderate,Category 26,Group 70,0.13,1,0,Low
INC0029589,3 - Moderate,Category 53,Group 70,0.13,1,0,Low
INC0032878,3 - Moderate,Category 26,Group 70,0.13,1,0,Low
INC0030885,3 - Moderate,Category 32,Group 70,0.13,1,0,Low
INC0029904,3 - Moderate,Category 53,Group 70,0.13,1,0,Low
INC0031714,3 - Moderate,Category 42,Group 70,0.13,1,0,Low
INC0033895,3 - Moderate,Category 26,Group 70,0.13,1,0,Low
INC0029131,3 - Moderate,Category 26,Group 70,0.13,1,1,Low
INC0029920,3 - Moderate,Category 28,Group 70,0.13,1,0,Low
INC0031812,3 - Moderate,Category 37,Group 70,0.13,1,0,Low
INC0032102,3 - Moderate,Category 24,Group 70,0.13,1,1,Low
INC0031775,3 - Moderate,Category 42,Group 70,0.13,1,0,Low
INC0029125,3 - Moderate,Category 26,Group 70,0.13,1,0,Low
INC0032291,3 - Moderate,Category 32,Group 70,0.129,1,1,Low
INC0034016,3 - Moderate,Category 53,Group 70,0.129,1,0,Low
INC0034276,3 - Moderate,Category 34,Group 23,0.129,1,0,Low
INC0031520,3 - Moderate,Category 42,Group 70,0.129,1,0,Low
INC0031968,3 - Moderate,Category 9,Group 30,0.129,1,0,Low
INC0029993,3 - Moderate,Category 26,Group 70,0.129,1,0,Low
INC0033797,3 - Moderate,Category 26,Group 70,0.129,1,0,Low
INC0034248,3 - Moderate,Category 37,Group 70,0.129,1,0,Low
INC0028315,3 - Moderate,Category 46,Group 70,0.128,1,1,Low
INC0030290,4 - Low,Category 46,Group 6,0.128,1,0,Low
INC0028374,3 - Moderate,Category 9,Group 24,0.128,1,0,Low
INC0079035,3 - Moderate,Other,Group 70,0.128,1,0,Low
INC0032727,3 - Moderate,Category 37,Group 70,0.128,1,0,Low
INC0033573,3 - Moderate,Category 26,Group 70,0.128,1,0,Low
INC0032148,3 - Moderate,Category 37,Group 70,0.128,1,0,Low
INC0030084,3 - Moderate,Category 26,Group 70,0.128,1,0,Low
INC0031568,3 - Moderate,Category 42,Group 70,0.128,1,0,Low
INC0029501,3 - Moderate,Category 34,Group 70,0.128,1,0,Low
INC0031708,3 - Moderate,Category 42,Group 70,0.128,1,0,Low
INC0033031,3 - Moderate,Category 20,Group 70,0.128,1,0,Low
INC0030424,3 - Moderate,Category 37,Group 70,0.127,1,0,Low
INC0031522,3 - Moderate,Category 57,Group 24,0.127,1,0,Low
INC0029048,3 - Moderate,Category 26,Group 70,0.127,1,0,Low
INC0030583,3 - Moderate,Category 20,Group 70,0.127,1,0,Low
INC0033025,3 - Moderate,Category 26,Group 70,0.127,1,0,Low
INC0030593,3 - Moderate,Category 26,Group 70,0.127,1,0,Low
INC0030609,3 - Moderate,Category 26,Group 70,0.127,1,0,Low
INC0031186,3 - Moderate,Category 26,Group 70,0.127,1,0,Low
INC0031611,3 - Moderate,Category 26,Group 70,0.127,1,0,Low
INC0030801,3 - Moderate,Category 37,Group 70,0.127,1,0,Low
INC0032161,3 - Moderate,Category 32,Group 70,0.127,1,0,Low
INC0033289,3 - Moderate,Category 42,Group 70,0.126,1,0,Low
INC0034389,3 - Moderate,Category 26,Group 70,0.126,1,0,Low
INC0029506,3 - Moderate,Category 46,Group 70,0.126,1,0,Low
INC0029606,3 - Moderate,Category 42,Group 55,0.126,1,0,Low
INC0034378,3 - Moderate,Category 26,Group 70,0.126,1,0,Low
INC0029133,3 - Moderate,Category 42,Group 70,0.126,1,0,Low
INC0029502,3 - Moderate,Category 26,Group 70,0.126,1,0,Low
INC0030169,3 - Moderate,Category 53,Group 70,0.126,1,0,Low
INC0034412,3 - Moderate,Category 32,Group 70,0.126,1,0,Low
INC0032366,3 - Moderate,Category 20,Group 70,0.126,1,0,Low
INC0031494,3 - Moderate,Category 34,Group 24,0.126,1,0,Low
INC0033522,3 - Moderate,Category 26,Group 70,0.126,1,0,Low
INC0034432,3 - Moderate,Category 26,Group 70,0.126,1,0,Low
INC0029815,3 - Moderate,Category 53,Group 70,0.126,1,0,Low
INC0030876,3 - Moderate,Category 26,Group 70,0.126,1,0,Low
INC0034303,3 - Moderate,Category 35,Group 70,0.126,1,0,Low
INC0033731,3 - Moderate,Category 9,Group 24,0.125,1,0,Low
INC0033735,3 - Moderate,Category 9,Group 24,0.125,1,0,Low
INC0031397,3 - Moderate,Category 9,Group 70,0.125,1,1,Low
INC0033174,3 - Moderate,Category 20,Group 70,0.125,1,0,Low
INC0029977,3 - Moderate,Category 32,Group 70,0.125,1,0,Low
INC0032807,3 - Moderate,Category 35,Group 70,0.125,1,0,Low
INC0033999,3 - Moderate,Category 20,Group 70,0.125,1,0,Low
INC0031264,3 - Moderate,Category 37,Group 46,0.125,1,0,Low
INC0030990,3 - Moderate,Category 20,Group 70,0.125,1,0,Low
INC0029976,3 - Moderate,Category 53,Group 70,0.125,1,0,Low
INC0031068,3 - Moderate,Category 26,Group 70,0.125,1,1,Low
INC0029545,3 - Moderate,Category 37,Group 46,0.125,1,0,Low
INC0033525,3 - Moderate,Category 24,Group 24,0.124,1,0,Low
INC0029085,3 - Moderate,Category 26,Group 70,0.124,1,0,Low
INC0033863,3 - Moderate,Category 9,Group 70,0.124,1,0,Low
INC0032057,3 - Moderate,Category 53,Group 70,0.124,1,0,Low
INC0034310,3 - Moderate,Category 26,Group 70,0.124,1,1,Low
INC0033065,3 - Moderate,Category 28,Group 70,0.124,1,0,Low
INC0030071,3 - Moderate,Category 51,Group 70,0.124,1,0,Low
INC0033931,3 - Moderate,Category 37,Group 70,0.124,1,0,Low
INC0033715,3 - Moderate,Category 37,Group 70,0.124,1,0,Low
INC0028626,3 - Moderate,Category 32,Group 70,0.124,1,0,Low
INC0032536,3 - Moderate,Category 26,Group 70,0.124,1,0,Low
INC0029137,3 - Moderate,Category 42,Group 70,0.124,1,0,Low
INC0029087,3 - Moderate,Category 42,Group 70,0.124,1,0,Low
INC0029096,3 - Moderate,Category 26,Group 70,0.124,1,0,Low
INC0033679,3 - Moderate,Category 37,Group 70,0.123,1,0,Low
INC0032352,3 - Moderate,Category 26,Group 70,0.123,1,0,Low
INC0029814,3 - Moderate,Category 40,Group 70,0.123,1,0,Low
INC0029972,3 - Moderate,Category 37,Group 70,0.123,1,0,Low
INC0030198,3 - Moderate,Category 32,Group 70,0.123,1,0,Low
INC0033616,3 - Moderate,Category 61,Group 73,0.123,1,0,Low
INC0032470,3 - Moderate,Category 26,Group 70,0.123,1,0,Low
INC0030233,3 - Moderate,Category 20,Group 70,0.123,1,0,Low
INC0030154,3 - Moderate,Category 53,Group 70,0.123,1,0,Low
INC0031308,3 - Moderate,Category 20,Group 70,0.123,1,0,Low
INC0032324,3 - Moderate,Category 24,Group 24,0.123,1,1,Low
INC0030257,3 - Moderate,Category 26,Group 70,0.123,1,1,Low
INC0031637,3 - Moderate,Category 26,Group 70,0.123,1,0,Low
INC0032931,3 - Moderate,Category 26,Group 70,0.123,1,1,Low
INC0031717,3 - Moderate,Category 37,Group 46,0.122,1,0,Low
INC0087455,3 - Moderate,Other,Group 70,0.122,1,0,Low
INC0031713,3 - Moderate,Category 37,Group 46,0.122,1,0,Low
INC0031709,3 - Moderate,Category 37,Group 46,0.122,1,0,Low
INC0031136,3 - Moderate,Category 26,Group 70,0.122,1,0,Low
INC0034376,3 - Moderate,Category 26,Group 70,0.122,1,0,Low
INC0034045,3 - Moderate,Category 26,Group 70,0.122,1,0,Low
INC0032098,3 - Moderate,Category 42,Group 70,0.122,1,0,Low
INC0031959,3 - Moderate,Category 42,Group 70,0.122,1,0,Low
INC0030273,3 - Moderate,Category 26,Group 70,0.122,1,1,Low
INC0034257,3 - Moderate,Category 26,Group 70,0.122,1,0,Low
INC0029961,3 - Moderate,Category 20,Group 70,0.122,1,0,Low
INC0028665,3 - Moderate,Category 37,Group 70,0.122,1,0,Low
INC0031307,4 - Low,Category 53,Group 70,0.122,1,0,Low
INC0030646,3 - Moderate,Category 26,Group 70,0.122,1,0,Low
INC0030074,3 - Moderate,Category 26,Group 70,0.122,1,1,Low
INC0030418,3 - Moderate,Category 32,Group 70,0.122,1,0,Low
INC0031660,3 - Moderate,Category 46,Group 70,0.122,1,0,Low
INC0030056,3 - Moderate,Category 24,Group 70,0.121,1,0,Low
INC0030265,3 - Moderate,Category 20,Group 70,0.121,1,0,Low
INC0030498,3 - Moderate,Category 46,Group 70,0.121,1,1,Low
INC0030432,3 - Moderate,Category 19,Group 70,0.121,1,1,Low
INC0032380,3 - Moderate,Category 26,Group 70,0.121,1,0,Low
INC0030500,3 - Moderate,Category 46,Group 70,0.121,1,1,Low
INC0033654,3 - Moderate,Category 26,Group 70,0.121,1,0,Low
INC0030191,3 - Moderate,Category 13,Group 70,0.121,1,1,Low
INC0030576,3 - Moderate,Category 46,Group 70,0.121,1,0,Low
INC0033164,3 - Moderate,Category 20,Group 70,0.121,1,0,Low
INC0029005,3 - Moderate,Category 53,Group 70,0.121,1,0,Low
INC0032664,3 - Moderate,Category 26,Group 70,0.121,1,0,Low
